Income,MntTotal,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,AcceptedCmp6,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Graduation,education_Master,education_PhD,MntRegularProds,DateJoined
50014,354,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,52,2317,0,0,1,0,0,0,0,1,0,312,11-06-16
41014,17,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,42,2592,0,1,0,0,0,0,0,0,1,14,10-09-15
66294,850,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,55,2263,0,0,1,0,0,0,1,0,0,733,04-08-16
65706,1070,0,0,77,918,10,129,13,0,129,1,11,3,12,7,0,1,0,1,1,0,1,50,2525,1,0,0,0,0,1,0,0,0,941,16-11-15
75154,1061,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,62,2822,0,0,1,0,0,0,0,1,0,979,23-01-15
40479,15,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,38,2475,0,0,0,1,0,0,1,0,0,15,05-01-16
87195,1059,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,61,2211,0,1,0,0,0,0,1,0,0,1021,25-09-16
54233,839,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,43,2669,0,1,0,0,0,0,1,0,0,697,25-06-15
24163,15,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,50,2419,0,0,1,0,0,0,1,0,0,13,01-03-16
81698,1059,0,0,1,709,45,115,30,160,45,1,8,2,5,5,1,0,0,0,0,0,1,37,2644,0,0,1,0,0,1,0,0,0,1014,20-07-15
43776,20,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,37,2216,0,0,0,1,0,0,1,0,0,17,20-09-16
63998,1056,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,68,2350,1,0,0,0,0,1,0,0,0,944,09-05-16
85844,1920,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,0,0,1,0,0,47,2190,0,1,0,0,0,0,0,0,1,1882,16-10-16
39190,121,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,46,2223,0,0,1,0,0,0,0,0,1,109,13-09-16
38578,70,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,48,2531,0,0,1,0,0,0,0,0,1,67,10-11-15
57236,117,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,55,2268,0,1,0,0,0,0,0,0,1,113,30-07-16
61825,397,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,41,2485,0,0,1,0,0,0,1,0,0,370,26-12-15
79803,835,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,62,2186,1,0,0,0,0,0,1,0,0,802,20-10-16
80910,715,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,34,2765,0,0,1,0,0,1,0,0,0,674,21-03-15
27590,11,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,38,2591,0,0,0,1,0,0,0,1,0,10,11-09-15
56775,902,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,41,2702,0,1,0,0,0,0,1,0,0,867,23-05-15
67786,1054,0,0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,61,2363,0,0,0,0,1,0,0,0,1,952,26-04-16
54210,322,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,41,2564,0,1,0,0,0,1,0,0,0,277,08-10-15
38508,389,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,34,2490,0,1,0,0,0,0,1,0,0,335,21-12-15
53187,257,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,50,2405,0,0,0,1,0,0,1,0,0,247,15-03-16
30023,40,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,48,2256,0,1,0,0,0,0,1,0,0,19,11-08-16
76045,1323,0,0,78,760,53,400,17,93,0,1,4,5,11,2,1,0,0,0,0,0,0,60,2385,0,0,1,0,0,0,0,0,1,1323,04-04-16
50870,61,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,68,2169,0,1,0,0,0,0,0,0,1,59,06-11-16
65463,546,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,0,0,1,0,0,0,46,2309,0,1,0,0,0,1,0,0,0,530,19-06-16
66480,306,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,55,2188,0,1,0,0,0,0,1,0,0,300,18-10-16
76773,1140,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,66,2648,1,0,0,0,0,0,1,0,0,1124,16-07-15
70287,1053,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,54,2612,1,0,0,0,0,0,1,0,0,1013,21-08-15
54466,16,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,47,2299,0,0,1,0,0,0,0,0,1,16,29-06-16
16269,44,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,36,2462,0,0,1,0,0,0,0,0,1,44,18-01-16
71819,1406,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,0,1,1,0,0,49,2464,0,0,0,1,0,0,1,0,0,1238,16-01-16
57136,1052,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,53,2566,1,0,0,0,0,0,1,0,0,925,06-10-15
91172,1036,0,0,94,162,28,818,0,28,56,0,4,3,7,3,1,1,1,0,1,0,1,30,2618,0,0,1,0,0,0,0,1,0,980,15-08-15
22634,50,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,54,2688,0,0,0,1,0,0,0,0,0,4,06-06-15
47025,606,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,42,2449,0,1,0,0,0,1,0,0,0,577,31-01-16
70566,736,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,52,2425,0,0,1,0,0,0,1,0,0,715,24-02-16
31605,119,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,41,2743,0,1,0,0,0,0,0,0,1,113,12-04-15
52034,259,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,47,2567,1,0,0,0,0,0,0,1,0,186,05-10-15
48526,126,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,41,2346,0,0,1,0,0,0,1,0,0,117,13-05-16
46734,301,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,66,2747,0,1,0,0,0,0,1,0,0,272,08-04-15
76982,1032,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,0,0,1,0,1,53,2293,1,0,0,0,0,0,1,0,0,1002,05-07-16
86358,1627,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,54,2849,0,0,1,0,0,0,1,0,0,1532,27-12-14
46931,62,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,43,2225,0,0,0,1,0,0,1,0,0,46,11-09-16
16581,13,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,35,2692,0,0,1,0,0,0,0,0,0,2,02-06-15
53374,1030,0,1,34,896,10,101,13,10,34,6,4,2,9,9,0,0,1,0,0,0,1,51,2841,0,0,0,1,0,0,0,0,1,996,04-01-15
67381,887,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,0,0,1,0,0,0,69,2689,0,1,0,0,0,0,0,1,0,817,05-06-15
25930,11,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,53,2421,0,0,1,0,0,0,1,0,0,7,28-02-16
42693,41,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,42,2181,0,1,0,0,0,0,1,0,0,25,25-10-16
85606,1872,0,1,89,717,42,864,219,30,84,2,6,7,9,3,1,0,0,0,0,0,0,44,2753,0,0,0,1,0,0,1,0,0,1788,02-04-15
69759,1029,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,54,2403,0,0,1,0,0,0,0,0,1,1029,17-03-16
49669,297,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,46,2195,0,0,0,1,0,1,0,0,0,268,11-10-16
36778,73,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,52,2852,0,1,0,0,0,0,0,0,1,69,24-12-14
63211,1028,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,38,2763,0,1,0,0,0,0,1,0,0,883,23-03-15
49678,295,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,59,2671,0,1,0,0,0,0,1,0,0,275,23-06-15
37155,71,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,31,2673,0,1,0,0,0,0,1,0,0,68,21-06-15
21282,26,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,42,2208,1,0,0,0,0,1,0,0,0,6,28-09-16
33419,68,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,58,2475,0,0,1,0,0,0,0,0,1,50,05-01-16
63285,969,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,75,2395,0,0,0,0,1,0,1,0,0,835,25-03-16
21255,58,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,46,2318,0,0,0,1,0,0,0,1,0,55,10-06-16
52278,1024,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,57,2679,0,0,0,0,1,0,0,0,1,850,15-06-15
54450,652,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,0,0,0,1,0,0,1,0,0,620,02-02-15
57744,392,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,66,2388,0,1,0,0,0,0,0,0,1,373,01-04-16
65104,1003,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,44,2386,0,0,0,1,0,0,0,1,0,953,03-04-16
57513,1030,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,77,2517,0,0,0,0,1,0,0,0,1,1000,24-11-15
68142,1422,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,56,2828,0,0,0,1,0,0,1,0,0,1385,17-01-15
7500,13,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,41,2828,0,1,0,0,0,0,1,0,0,8,17-01-15
84835,972,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,50,2172,1,0,0,0,0,0,1,0,0,754,03-11-16
54197,224,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,60,2246,0,1,0,0,0,0,0,1,0,211,21-08-16
23091,46,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,57,2191,0,0,1,0,0,0,0,0,1,44,15-10-16
79244,971,0,0,58,471,102,125,212,61,245,1,4,10,7,1,1,0,0,0,1,0,1,27,2716,0,0,1,0,0,0,1,0,0,726,09-05-15
56715,1011,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,46,2730,0,0,0,1,0,0,1,0,0,1002,25-04-15
79410,1357,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,59,2190,0,1,0,0,0,0,1,0,0,1344,16-10-16
57304,920,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,69,2634,0,1,0,0,0,0,1,0,0,814,30-07-15
44375,260,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,55,2257,0,1,0,0,0,0,1,0,0,219,10-08-16
59594,490,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,0,0,1,0,0,0,55,2776,0,1,0,0,0,0,1,0,0,481,10-03-15
80685,950,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,26,2835,0,0,0,1,0,0,1,0,0,896,10-01-15
40344,216,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,46,2418,0,1,0,0,0,0,0,0,1,214,02-03-16
62710,595,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,48,2561,0,1,0,0,0,0,1,0,0,584,11-10-15
48985,67,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,52,2518,0,1,0,0,0,1,0,0,0,59,23-11-15
35322,93,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,52,2835,0,0,0,1,0,0,1,0,0,80,10-01-15
77142,893,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,72,2555,0,1,0,0,0,0,1,0,0,796,17-10-15
81657,1047,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,51,2317,0,0,1,0,0,0,1,0,0,997,11-06-16
14421,8,0,0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,1,0,0,0,0,24,2291,0,1,0,0,0,0,0,0,0,0,07-07-16
74214,1678,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,30,2831,0,1,0,0,0,0,0,0,1,1645,14-01-15
66726,391,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,0,0,1,0,0,0,63,2327,0,1,0,0,0,0,0,1,0,344,01-06-16
23724,61,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,41,2696,0,0,0,1,0,0,0,0,0,47,29-05-15
47353,221,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,60,2387,0,1,0,0,0,0,0,1,0,217,02-04-16
33444,16,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,2762,0,1,0,0,0,0,0,1,0,14,24-03-15
54386,445,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,39,2567,0,1,0,0,0,0,1,0,0,420,05-10-15
28510,72,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,39,2601,1,0,0,0,0,0,1,0,0,53,01-09-15
90638,2429,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0,29,2295,0,0,1,0,0,0,0,1,0,2333,03-07-16
48070,485,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,70,2691,0,0,0,1,0,0,1,0,0,466,03-06-15
43140,224,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,63,2699,0,1,0,0,0,0,1,0,0,213,26-05-15
101970,967,0,0,69,722,27,102,44,72,168,0,6,8,13,2,1,0,0,1,1,0,1,37,2633,0,0,1,0,0,0,1,0,0,799,31-07-15
15056,48,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,62,2581,0,0,1,0,0,0,0,0,0,8,21-09-15
26954,16,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,2211,0,0,1,0,0,0,1,0,0,15,25-09-16
22327,19,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,35,2490,0,0,1,0,0,0,1,0,0,14,21-12-15
44393,50,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,55,2470,0,1,0,0,0,0,1,0,0,40,10-01-16
62000,1000,0,1,25,899,0,101,0,0,20,1,6,6,13,4,1,0,0,0,0,0,0,68,2467,0,0,1,0,0,0,0,0,1,980,13-01-16
31497,151,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,58,2729,0,0,0,1,0,0,0,0,1,147,26-04-15
45894,38,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,46,2281,0,1,0,0,0,1,0,0,0,25,17-07-16
102692,964,0,0,5,168,148,444,32,172,148,1,6,9,13,2,1,1,0,1,1,0,1,46,2609,1,0,0,0,0,0,1,0,0,816,24-08-15
81698,961,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,71,2394,0,1,0,0,0,0,0,1,0,914,26-03-16
58401,67,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,60,2229,1,0,0,0,0,0,1,0,0,38,07-09-16
62307,150,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,68,2291,0,0,1,0,0,0,1,0,0,140,07-07-16
43641,116,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,51,2592,0,1,0,0,0,0,0,1,0,93,10-09-15
70091,1150,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,0,1,0,0,0,51,2614,0,1,0,0,0,0,0,1,0,1139,19-08-15
78075,908,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,48,2244,0,1,0,0,0,0,0,0,1,828,23-08-16
59184,1006,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,59,2817,0,0,0,0,1,1,0,0,0,940,28-01-15
54809,152,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,43,2450,0,1,0,0,0,0,1,0,0,130,30-01-16
58113,674,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,61,2679,0,1,0,0,0,0,1,0,0,590,15-06-15
51412,181,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,62,2339,0,1,0,0,0,0,0,1,0,167,20-05-16
84953,952,0,0,73,167,48,602,63,72,72,1,3,10,4,2,1,0,0,1,1,0,1,67,2550,0,0,0,0,1,0,0,1,0,880,22-10-15
66636,1084,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,63,2475,0,0,0,1,0,0,0,1,0,1084,05-01-16
50965,656,0,1,87,544,13,85,8,6,29,3,10,4,5,8,0,0,1,0,0,0,0,64,2653,0,1,0,0,0,0,0,1,0,627,11-07-15
18351,36,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,30,2402,0,1,0,0,0,0,1,0,0,29,18-03-16
40451,39,0,2,54,35,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,0,0,63,2292,0,0,0,1,0,0,0,0,1,29,06-07-16
36317,120,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,55,2562,0,0,0,1,0,0,1,0,0,107,10-10-15
42213,343,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,0,0,1,0,0,0,63,2419,0,0,0,1,0,0,1,0,0,323,01-03-16
65748,511,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,65,2599,0,0,0,1,0,0,1,0,0,477,03-09-15
77044,989,0,1,12,625,38,242,50,34,76,2,7,11,11,4,0,0,1,0,0,0,0,48,2404,0,0,0,1,0,0,1,0,0,913,16-03-16
74918,1988,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,0,0,1,0,0,51,2633,0,0,0,1,0,0,1,0,0,1929,31-07-15
56721,221,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,48,2765,0,1,0,0,0,0,1,0,0,146,21-03-15
94871,934,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,0,0,1,1,0,1,51,2825,0,1,0,0,0,0,0,0,1,790,20-01-15
61559,496,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,55,2506,0,0,1,0,0,0,1,0,0,462,05-12-15
33629,148,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,57,2849,0,0,0,1,0,0,0,0,1,144,27-12-14
34377,88,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,57,2685,0,0,1,0,0,0,1,0,0,62,09-06-15
8940,59,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,34,2835,0,0,1,0,0,0,0,0,0,17,10-01-15
26228,16,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,47,2439,0,1,0,0,0,0,1,0,0,7,10-02-16
77297,748,0,0,84,408,61,109,48,122,41,1,5,7,9,4,1,0,0,0,0,0,0,63,2678,1,0,0,0,0,1,0,0,0,707,16-06-15
40211,62,1,1,30,51,1,7,2,1,25,2,2,1,2,8,0,0,1,0,0,0,0,39,2493,0,1,0,0,0,0,1,0,0,37,18-12-15
33438,84,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,62,2439,0,0,0,0,1,0,0,0,1,78,10-02-16
75032,1203,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,61,2586,0,1,0,0,0,0,0,0,1,1191,16-09-15
61284,766,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,0,1,0,0,0,65,2419,0,0,1,0,0,0,0,0,1,721,01-03-16
56937,898,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,0,0,1,0,0,1,39,2853,0,0,0,1,0,0,0,0,1,890,23-12-14
54730,349,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,45,2477,0,1,0,0,0,0,0,1,0,293,03-01-16
38452,70,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,65,2250,0,1,0,0,0,0,0,1,0,68,17-08-16
44421,182,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,49,2658,1,0,0,0,0,0,1,0,0,175,06-07-15
38197,37,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,34,2524,0,0,0,1,0,0,0,0,1,34,17-11-15
41986,51,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,42,2299,1,0,0,0,0,0,1,0,0,39,29-06-16
28427,46,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,37,2624,0,0,0,1,0,0,1,0,0,40,09-08-15
37395,28,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,44,2217,0,0,0,1,0,0,0,0,1,17,19-09-16
64722,790,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,49,2193,0,1,0,0,0,0,1,0,0,775,13-10-16
55249,119,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,64,2232,0,0,0,1,0,0,0,1,0,108,04-09-16
84906,1555,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,0,0,48,2427,0,0,0,1,0,0,1,0,0,1479,22-02-16
44213,145,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,68,2371,0,0,1,0,0,0,1,0,0,138,18-04-16
25707,18,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,36,2321,0,0,1,0,0,0,0,0,0,15,07-06-16
59062,62,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,53,2428,0,1,0,0,0,0,0,0,1,53,21-02-16
76624,833,0,1,68,411,106,147,54,115,66,1,5,10,7,1,0,0,1,0,0,0,0,58,2195,0,0,1,0,0,0,1,0,0,767,11-10-16
66000,666,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,73,2229,0,0,0,1,0,0,0,1,0,621,07-09-16
27683,306,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,42,2853,0,0,0,1,0,0,0,0,1,261,23-12-14
1730,7,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,49,2201,1,0,0,0,0,0,1,0,0,6,05-10-16
7500,79,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,28,2732,0,0,1,0,0,0,0,0,0,39,23-04-15
40521,17,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,52,2609,0,0,0,1,0,0,1,0,0,13,24-08-15
20427,9,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,2256,0,0,0,1,0,0,0,0,1,8,11-08-16
65106,954,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,0,0,45,2195,0,1,0,0,0,0,1,0,0,935,11-10-16
68117,894,0,1,80,618,44,215,0,17,36,2,11,8,4,6,0,0,1,0,0,0,1,73,2635,0,0,0,0,1,0,0,0,1,858,29-07-15
67433,962,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,0,0,68,2507,0,1,0,0,0,0,1,0,0,932,04-12-15
78825,877,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,56,2812,1,0,0,0,0,0,0,0,1,859,02-02-15
74716,789,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,48,2449,0,1,0,0,0,0,1,0,0,718,31-01-16
69867,871,0,0,30,196,0,512,33,130,54,1,3,5,8,1,1,0,0,0,0,0,1,34,2612,0,0,1,0,0,0,0,0,1,817,21-08-15
48948,860,0,0,53,437,8,206,160,49,42,2,7,10,5,6,0,0,1,0,0,0,1,77,2672,1,0,0,0,0,0,0,0,1,818,22-06-15
74190,577,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,45,2207,0,1,0,0,0,0,1,0,0,513,29-09-16
39356,17,1,1,21,15,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,0,0,44,2261,0,1,0,0,0,0,1,0,0,11,06-08-16
76653,2153,0,0,91,736,63,946,219,189,126,1,4,7,11,2,1,0,0,0,1,0,0,51,2476,0,0,0,1,0,0,1,0,0,2027,04-01-16
73450,1767,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,1,0,0,0,0,38,2365,0,0,0,1,0,0,0,1,0,1730,24-04-16
31454,39,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,60,2517,0,1,0,0,0,0,1,0,0,30,24-11-15
79205,851,0,0,73,504,23,117,179,28,44,1,6,5,4,4,1,0,0,0,0,0,1,45,2828,0,1,0,0,0,0,1,0,0,807,17-01-15
48240,841,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,51,2756,0,0,1,0,0,0,0,0,1,800,30-03-15
49912,832,0,1,5,520,8,223,32,49,42,4,10,5,7,8,0,0,1,0,0,0,1,71,2819,0,0,0,1,0,0,0,1,0,790,26-01-15
19656,52,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,50,2665,0,0,0,1,0,0,1,0,0,20,29-06-15
